,ques,ans,isBully
11640,How do you deal with confrontation Who do you argue with the most, hit them It used to be My Dad We never got pysicall  but we would get spirted,Positive
11641,How do you deal with conversations youre really bored with  but there is no polite way out, just smile and nod LOL,Positive
11642,How do you feel about people being offended by more and more these days Like saying Merry Christmas to someone who happens to not celebrate it  or a girl in short shorts and a tank can offend others sometimes  do you know what I mean, yes I do and it suxxx People should just get some thicker skin and get over it,Positive
11643,how do you feel about religion do you really think it bring people apart, Religion is fine for those that want it,Positive
11644,How do you feel about techno music, I dont like it,Positive
11645,how do you feel about the saying if you love something let it go if it comes to you its yours if it doesnt it was never yours do you think its true i think if i let go and he lets go then we will be both waiting for both and NOTHING WILL HAPPEN, I agree  Sweetie,Positive
11646,How do you feel about the twilight obsession, who cares ,Positive
11647,How do you feel the human species  as a whole  would be effected by global anarchy, Anaracy is chaos  and it would really hurt us,Positive
11648,How do you flirt are you coy about it  or blunt and too the point  the touchy  sexy or the shy  cute describe your flirt style in any way you want, everybody is different Some times i am dirrect and to the point  sometimes I am coy just depends,Positive
11649,How do you know if youre in love, you just know,Positive
11650,How do you laugh Like deep laughs Chortles Snorts Or maybe you bellow xD LOL, deep laugh,Positive
11651,How do you like to preserve your memories  ex many people like to keep trinkets from their past  or write about it in a journal  taking pictures ect, I take Pics,Positive
11652,How do you like your cheeseburger Tell me the meat preference  toppings  bun and condiments, I dont eat burgers,Positive
11653,How do you like your eggs Soy Milk  Skim Milk or Milk Does water have a  taste, over easy I dont drink milk yes  but its the minerals that actually have the taste,Positive
11654,How do you mend a broken heart  , Beer,Positive
11655,How do you react to having symtoms youve never experienced before I usually shrug it off I dont like to acknowlege the fact that Im sick , I get worried I pay attention to my body and dont like getting symtoms that I have never had before,Positive
11656,How do you receive your internet connection, Bresnan Cable,Positive
11657,How do you think our great ancestors decided what to name things, I have no idia,Positive
11658,How do you think Stonehenge was formed, there are lots of theroies  but I dont really know how they did it The Stone came from several miles away,Positive
11659,How do Yu Feel Bout cheatersz , they suxx I cant stand a Lier,Positive
11660,How easily can you break out w acne  Whenever I sweat I always seem to have some kind of trouble , I havent had that problem since I was your age  wash your face with an Oatmeal typ soap It will get rid of the oil build up in your poars,Positive
11661,How easily can you swallow pills the size of a larger multi vitamin  theyre naturally larger scale Sometimes they get caught mid way in my throat  but for the most part its easy enough for me , pretty easy I wash it down with beer,Positive
11662,How easily do you gain weight What kind of body shape do you have, tall and thin I am  ft   and  lbs no  I dont gain very easily,Positive
11663,How easily do you sunburn Do you use sunscreen when out in the sun What ways do you soothe your sunburns when you get them, easily aloho vera,Positive
11664,How far advance do you or does your family plan holiday meals  We will plan them a week ahead P, about a month ahead We are spread out over two States  and we have alot of Family Members  so we have to have time to get our Sheaduals together,Positive
11665,How far does the pain have to go before you take medicine , A long way I have a high tolerance for pain,Positive
11666,How far is too far when getting revenge on an ex Are you the type to seek vengeance, no  never,Positive
11667,How hard do you think it would be for the human race to adapt if somehow we were all time warped back to the s What would be the hardest aspects of that happening for you, no clean drinking water No Internet  no cars that would suxxx,Positive
11668,How important is education to you How do you plan on continuing your education If youve already gone to college etc  where did you attend and get your degree in, Education is very Important I went to college in Arizona but havent gotten my degree yet,Positive
11669,how is it til orhow long ago was ur th bday , My  th B Day was  years ago,Positive
11670,How is Wyoming treating you, good I was born here  so I love it I get to see all the wonderful country we have I do lots of camping,Positive
11671,How is your summer going so far What do you plan to accomplish before school or fall comes back around, I am going Camping in two differnet National Parks  and some State parks as well,Positive
11672,How late do you sleep in  in the Summer as opposed to how late you would sleep in during the Fall when school starts , I dont go to school but in the Summer  I get up way earlier so I can go fishing  camping,Positive
11673,How likely are you to find ants crawling around on the floors in your house during the Summer , Never,Positive
11674,how long do u spend on formspring each day , an hour or so,Positive
11675,How long does it take for you to get ready in the morning The longest  shortest ever for you,  mins or so,Positive
11676,how long has this been in your inbox, IDK,Positive
11677,How long in your opinion does it take to get to know someone well enough in order to judge them, If I see them on a day to day basis about  weeks,Positive
11678,how long since youve been on formspring, a week or so,Positive
11679,how long was your is your longest relationship,  years,Positive
11680,How many books have you read this school year  or if you are out of school  last year in general , A Lot So far this year  probably  or so,Positive
11681,how many children  is TOO many children for someone to have, any time you cant afford to take care of the child   that is too many If a person can afford to raise  kids  then so be it,Positive
11682,How many closests do you have in your bedroom I have  One is rather small but holds all of my clotheing  the other is LOTS larger and has the washing machine and dryer, just one I has sliding glass mirrors on it So hot,Positive
11683,How many hours are you ahead  or behind me Its currently pm , two hours behind Its  here,Positive
11684,How many hours of sleep do you need to feel completely rested, around ,Positive
11685,how many lights are in the room your in theres   in mine,,Positive
11686,How many national parks have you been to,  Yellowstone Grand Teton Grand Canyon Glacier National,Positive
11687,How many of your contacts actually spamspam back or qq  haha  about  of my contacts actually ask me questions back P you greedy ppl lol jk ,  or  youre among them,Positive
11688,how many peircing have u got, none,Positive
11689,how many people actually spam you back after you spam them i can honestly say  every person on my list has spammed me before  and i have spammed everyone who has spammed me hence them being on my listD, Every one,Positive
11690,How many people do you know personally that have the same name as you  I know an angelica  anjalica  angie  angela  angeli ect But not ONE Angelina , I know two other men with my first name,Positive
11691,how many pictures are in the room your sitting in,,Positive
11692,How many questions are currently in your inbox  I have a lonely party of  D lol,  all form you  LOL ,Positive
11693,how many questions are in your inbox at the moment i have  p haha,,Positive
11694,How many questions are in your inbox,  now,Positive
11695,How many questions everyday do you formspring  estimate, around  or  I guess,Positive
11696,how many questions have you currently got in your inbox D,,Positive
11697,How many questions idealy would you prefer to be in your inbox first thing in the morning or night,  or so,Positive
11698,How many rudemean messages would you have to get on Formspring in order for you to stop using it, a million,Positive
11699,how many square feet is your house mines about   D if i already asked this  sorry,,Positive
11700,How many states have you been to,  I have never been to Hawaii,Positive
11701,how many times  is TOO many times to be married, anything more than Once is too many,Positive
11702,how many times do you think its possible for a person to fall in love, as many as they want to,Positive
11703,how many times have you been looking for something for so long then realise its in the most obvious place i was looking for my phone for about  minutes and then realised it was in my pocket , LMAO,Positive
11704,how many times have you moved in your life time, too many to count,Positive
11705,how many true friends do you have  friends that would do absolutly anything for you  even answer there fone if u foned them at am as u were crying ur eyes out and needed sum to chat tooD, one  and I love her to death,Positive
11706,How many were in there when you logged on this morning,,Positive
11707,How many years do you think it takes in a relationship to actually know each other in and out, a year or so,Positive
11708,How many years would a couple have to be dating to finally get married  Why is that , I dated for a year and then lived with Her for  years before we got Married Everyone is different  so you have to have exceptions but that felt right for us,Positive
11709,How much alcohol do you feel you could consume before you were in danger of alcohol poisoning Do you drink often enough to know your limit before making yourself sick Why do you think people drink alcohol  in general, I drink to make myself feel good  to feel confident  and secure in myself I can drink like a fish   to the detrament of my heath  I have drank an entire case of beer by myself in one sitting,Positive
11710,How much cash do you usually carry with you, around  to  dollars,Positive
11711,How much do you know about Judaism Do you know anyone who is Jewish, I know a lot  but dont know any Jewish People,Positive
11712,how much do you like sex, A LOT   ,Positive
11713,how much do you sleep a night,  hours or so,Positive
11714,How much has music influenced your life, A Lot I love Music  and I love to listen to it as often as I can,Positive
11715,How much have you controlled the course your life has taken, most of it,Positive
11716,How much would you be willing to give up in order to possess a super modelmovie star body How important is such a thing to you, Its not important at all,Positive
11717,how often do U drink , every day,Positive
11718,How often do you add FS contacts  I add about  ppl on a daily basis  give or take depending , almost never I have   like   friends Ha ha ha,Positive
11719,How often do you brown nose kiss ass someone in order to get what you want Who does it work best with For me its Daddy  cause haha Im Daddys little girl P, never,Positive
11720,How often do you buy something you honestly NEVER use What was it, I dont do that I go get what I want  and always use it,Positive
11721,How often do you get your hair cuttrimmed , every  months,Positive
11722,How often do you message a random person for spam Or do they come to you Ive never asked anyone for spam  most likely they come to me to ask spamspam makes its easy lol, One other person  I like your spam thou ,Positive
11723,How often do you snack in a day If I were to pop in at any moment of the day  what would you most likely be snacking on , never I drink beer all day  and that is all I need,Positive
11724,How often do you text, never,Positive
11725,How often dodid you get in trouble by your parents How often dodid you get grounded or punished, I very seldom got into trouble as a kid It wasnt till i started drinking at  that i got into trouble,Positive
11726,how often you get drunkhighfucked, drunk  not so much anymore I never get High I get fucked about  or  times a week,Positive
11727,How old are the majority of your friends, my own age I have some younger female friends thou,Positive
11728,How old are you How old do people say you act How old do people say you look,  I look around  or so  if I wear a hat and cover the gray  People say I look like Im in my s,Positive
11729,how old are you im ,,Positive
11730,how old are you,,Positive
11731,how old is TOO old to be a virgin,,Positive
11732,How old is your daughter,,Positive
11733,how old R U ,  on Sunday,Positive
11734,how old r u,  and you ,Positive
11735,how old r u,  on Sunday,Positive
11736,how old r u, old as dirt LOL ,Positive
11737,how old r you ,  on Sunday,Positive
11738,how old was u wen u st had sex,,Positive
11739,How olds your daughter,,Positive
11740,How rude of me Whats youre name , I am an Outlaw  and am wanted by the State of Wyoming they look on places like this for people like me So I am not telling Sorry,Positive
11741,How so have you changed physically from  year ago, I havent really  other than the gray in my hair,Positive
11742,How tall are you Are you happy with your height Is there a height that intimidates you Im  and I love tall people but Im extremely intimidated by people shorter than me for a reason im not even aware of lmao x, I am   and I am happy with my hight I dont like having to look up at someone thou I get intimadated,Positive
11743,How tall are youu ,  feet one inch,Positive
11744,how was ur th july, very fun  I went to Montana and saw some Family and drank an enourmouse amount of beer,Positive
11745,How was your day, it was good  even thou I only had one Beer,Positive
11746,How well do you relate or get along with people of your age For YOU  what age and gender do you find is the easiest to make friends with, all ages and typs I dont really have a preferrance,Positive
11747,how would you rate your kissing skills on a scale of ,  I have been told I am a great kisser,Positive
11748,how would you rate your oral sex giving skills on a scale of ,  I can deep throught  and I swallow And I can make women cum pretty hard and fast too,Positive
11749,how would you rate your sex skills on a scale of ,  I am a DYNAMO BABY    LMAO,Positive
11750,How would you react if your mom told you she was pregnant, I would believe in Miracles She had a Historectomy,Positive
11751,how young is Too Young to have sex ,,Positive
11752,Hows life , going good I am going camping this weekend  and looks like the weather is going to co operate,Positive
11753,Howss ur day , Loooonnnngggg I am very tired right now How was yours Sweetie ,Positive
11754,httpmobileformspringmeprofileviewmeganmedellin Hey everyone If anyone in my contacts was connected to Megan Medellin that is her new formspring account  Go check her out and read her bio  it explains everything ty , thanxxx,Positive
11755,httpwwwfacebookcomprofilephpid      add me on facebook some of you asked how to find me  copy and paste this into your url  and itll take you to my page thanks  Sierra, okies,Positive
11756,I also think that schools should have a mandatory parenting class Your thoughts, sure,Positive
11757,i always try to trip my friend up  but i always fail and end up tripping myself up is there anything that you totally fail at ima bit of a retard i know L, marraige,Positive
11758,I am  and U ,  on Sunday,Positive
11759,i am having a good night  alcohol  food and chatting to you D, now youre being the flirt   LOL I am having a good time as well youre nice and very pretty,Positive
11760,I am uninspired on new questions to ask D Where does your motivation come from for your questions Do you ever copypaste survey questions, never I try to keep thinking up new Qs,Positive
11761,I apologize for my lag  my power just tripped off Can we pretend that airplanes in the night sky are like shooting stars I could really use a what could you use right now, a beer,Positive
11762,I cannot stand snobby girls Agree, yep yep,Positive
11763,i cant go a day without saying fuck what words cant you go a day without saying , fuck,Positive
11764,i didnt cum during sex until a year so later  i have no idea  i was so drunk and just know it felt like agess , wow so do you like sex now  how important is it in your life  I have a couple GF  just friends  that say its not important at ALL,Positive
11765,I dont dance I hate dancing I only danced  slow dance at my prom Even at my wedding I will not want dancing Is there something a lot of people likeenjoy  but you simply dont If so  what is it, Dancing LOL,Positive
11766,I dont feel like spamming tonight Im quite sad Ill finish this off tomorrow Im off to bed, Okies why are you sad Sweetie  I hope you feel better,Positive
11767,i dont get it  whyd you say that haa, say what  kiss  because you sent me kisses didnt you  LMAO,Positive
11768,i dont like getting sexual spam so please dont send it p i can send you some though if youd like and it wont be to much  okay, okies,Positive
11769,I finally answered everything How are you guys today Im going to try and spam  My spam sucks If you ever dont want my spam  let me know and Ill unfollow you, Kisses and have a great day Baby,Positive
11770,I found  people coppying my questions that I made up  WORD FOR WORD Does this bother you when people do that to you Or do you do that to other people, It bothers me,Positive
11771,i got foooooooood finally peanut butter and jelly jam on toast yummy have you ever had it do you like it if not would you try it, I love it,Positive
11772,I have a craving but cant exactally pin point what I want D What do you think Im craving, Pickels  LOL Idk,Positive
11773,i have a headache D what would you give me  if i came to your door and told you that i had one, my Penis,Positive
11774,I have a PROOF VIDEO located in my about me on my profile If for some reason you still think Im fake  I dont know why  but some people do  than just ask me to quit following you Thanks xoxo, its all good Baby,Positive
11775,I have found eBay and Ross are great places to find super cheap things that are expensive elsewhere Is there something you buy that is normally expensive  but you have found where to buy it cheap What is it and where could I find it, Overstockcom I got my web cam there,Positive
11776,i have over  wardrobes with clothes in is there any point ing going to buy another outfit for my auntys wedding, LOL Nope  ,Positive
11777,I have these huge windows in my room that reach from ceiling to floor with the exception of  feet I looked out the window and there was some stareing into my bedroom I almost shit a brick haha I shut my blinds faster than you can say just about, Ha Ha ha I wasnt there  I swear   LMAO,Positive
11778,I hear a lot about cheating these days  like it just is so much more common and people see it as less of a big deal now Do you feel cheating is out of control What sort of things can be done  if anything  to lower the amount of cheaters out there, nothing can be done  thank God  heheheheee,Positive
11779,I hope your fourth of July was fun WaitI know it was , thanxxx,Positive
11780,I hope your mother is okay Ill pray for her, thank you    That means alot to me  ,Positive
11781,I just gave you  wishes  what do you wish for , to have my Daughter visit for the Summer To win the Lottery to see you naked no   No Jk JK I want Superman to be a reall person,Positive
11782,I just got finished haveing a conversation with my mother about porn yes porn  If this topic were to come up between you and youre mother what do you think the reason would be, I had this conversation years ago She found Porn in my room  we only had magizines back then  and she doesnt approve of it,Positive
11783,i just had a mini spaz attack S does that ever happen to you or am i freak answer nicely to this one yeah D, youre a freak sweety,Positive
11784,I just made jello for the first time today yes  I know FAIL What is your favorite jello flavor  Im eating watermelon flavored right now, I dont eat jello,Positive
11785,I just noticed that your picture was Batman Im slow lol How was your day , I had a good day  thanxxx I was off work today  so i sat around and drank beer,Positive
11786,I just read an article that said coffee has actually been proven to reduce cancer This is good news because I drink it D How do you take your coffee, Strong and Black,Positive
11787,I just saw on the news of a woman who stole a carnaked Yes  there was a high speed chase Your thoughts on what her punishment should be Why, public indecentment and Grand Theft Larceny,Positive
11788,I knew it And nice answerMobey Dick Would you rather be the Hero or The Villian, Hero Superman is my Fav  because he represents so much Hope and Strength,Positive
11789,I know a girl who is   now has had  kids with  different deadbeat dads and she has no jobmeans to support her children   sheus pregnant now with her th What is your opinion on women who have no moneyjob  but they keep getting pregnant, Stupid  Stupid  Stupid She has no self respect and should get a historectomy,Positive
11790,I know it basically differs per individual relationships  but just in general  do you feel a relationship between  women  between  men  or between  of each sex would have the most drama involved Why,  women I am Bi  so I have been with other men but Women  dont get me started,Positive
11791,I know itus still far away  but Ium so super excited already C What will you be doing for Halloween Do you like to dress up What types of costumes do you like the best, I love to dress up I was the Joker last year  but am still deciding what I will do this year Mabie Iron Man or Batman  IDK,Positive
11792,I know most of you  my spam but there are a few of you that I added on accident without realizing it If you do NOT want my spam please send a message to my inbox and ill remove you at the end of the spam cycle  Ty, its all good Sweetie,Positive
11793,i know u didnt mean nastly i just wasnt gna kiss my sister lmao  P well were not drinking beer were dirnking cider  but thats good that ur having a drink for me aswell  xx, Budweiser  baby and say hey to your Sis for me,Positive
11794,I like how you like to ask me questions so here are some  whats your favorite food are you in a relationship what was your favorite childhood tv show  how many kids do you want, Fav food is Steak Not any more  because I am Divorced Super Friends I have one Daughter  and she is all I want,Positive
11795,I like to  on  with my  We  together and I wouldnt  it for , cum   my GF Face  masterbate  trade  anything,Positive
11796,I love phineas and ferb  Do you still watch cartoons, cartoon Network super Friends,Positive
11797,I LOVE SOCKS do you have a fave type of patterned sock i love stripes  im acc addicted to buying them haha, all mine are black,Positive
11798,I love the smell of leather D Do you prefer leather or cloth furniture couches  etc What about seats in your vehicle Did you know there is a KoRn candle that smells like leather Lol  would you want one, I have never heard of a KoRn Candle but yeay  I would want one I have a leather couch and two Leather chairs  I love them and I have several Leather Jackets,Positive
11799,i love this line of lyrics pretty girls may graze  guess what your pretty  whats your favourite line of lyrics   spam back , Keep your Drink  just Give me the Money  Pink now thats funny  ,Positive
11800,i love to say LOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOL its sooo cool agree xD, LMAO  sure,Positive
11801,I love vodka  and malibu haha r Woo atleast youll drink it with mer Sounds to me like youre a really heavy drinker, I am I drink every day its why I am an Outlaw everything that has put me in jail has been related to booze,Positive
11802,I love your bio  thats like my life story, nice,Positive
11803,I love your bio  thats like my life story, right on,Positive
11804,I meant out of life What do you want to accomplish out of life, to be a better person  to help other people  and make a difference,Positive
11805,i need advice should i do my coursework OR spam on fs HELPPPPPPP, coursework,Positive
11806,I pledge allegiance to the band of  I love school of rock D Has anybody else noticed that on that show miranda cosgrove sucked at singing but now shes making terrible CDs , ha ha ha ha ha ha I sure did,Positive
11807,I read in Tokyo  Japan you can expect to pay  for a movie ticket In OK it is  for an evening movie ticket What will an evening movie ticket run you where you live Do you think its too expensive, around  and its ok with me,Positive
11808,I saw a muskrat for the first time at the beginning of Spring this year  Iuve lived here my whole life and never saw one until that time Have you recently spotted an animal around where you live that youuve never seen before excluding zoos, nope I am outdoors A LOT  so i have seen quite a few,Positive
11809,I saw a news story today that there has recently been discovered a woman living in a remote area who just turned  years old Do you feel this is possible Would you want to live to be  years old Why or why not, I would I never want to die,Positive
11810,I saw a story about divorce that said  in  divorces name Facebook as a contributing factor Has Facebook ever contributed to a break up for you or anyone you know Is there a reason why you wouldnut want a BFGF to not use Facebook, Tagged helped to break up my Marriage But I have to say if I had not gone out and messed around  my Marriage would still be intact ,Positive
11811,I say sturdy you think  I say admired you think  I say smooth you think , x Superman Pussy,Positive
11812,i say iloveyouuu you say D , kisses,Positive
11813,I say sucessful and you think  Why is that, Lawyer they have enough of my money,Positive
11814,I smell like campfire  Do you like that smell, yessss  ,Positive
11815,i sure will D lol for a matter of fact ur speaking to my sister aswell AshleighKmartin haha , nice give her Kisses for me ,Positive
11816,I think itus quite amazing how mere emotions can cause physical reactions within our bodies What happens to you physically when you become very upsetdepressedangryetc, Upset  I get very tight in my body My Shoulders and neck get very tight Depressed  I feel tired   like I have worked all day Angry is the same as upset  for me  anyway,Positive
11817,I totally feel like an outsider right now because Im one of the only girls that listens to Otep Do you like Otep , fuck yeay,Positive
11818,I want to fuck you Are you a blondie, yes,Positive
11819,i was  but also wish i had waited a little while longer , did you cum  or just take it  how long did he last ,Positive
11820,I was born September    tell me the exact amount of days  months  and years that we are apart,  days   months  and  years,Positive
11821,I went to the local ammusement park the day after the Celtics lost the championships I was misinformed by a friend tht they had won I wore my celtics jersey  the park  and now I know why i got the laughing looks , LOL Sorry Baby,Positive
11822,Id really love to see  in concert right meow, Pink,Positive
11823,Ill spam you all now since my inbox keeps overflowing Haha  Situation Youre dating someone Then your dream career comes up Do you leave them and take the job  or pass the job up Why, Take the Job there are Lovers everywhere,Positive
11824,Im deleteing a few of you as my contacts Just a forewarning  if youd like to stay and you dont get the following  which you can delete once recived that means Ive deleted you IF youd like to be removed  message my inbox ty, kisses,Positive
11825,Im done asking questions for now Ask me back If not  thats okay Ill still follow you because youre amazing  Youd be super amazing if you return the favor But  its still all good  lovelies , how long have you lived at your house ,Positive
11826,Im eating a hoagie that is drenched in mayo making this the grossest thing Ive ever eaten haha I will take anything and everything on my sandwhich but NOT mayo  hbu What dont you like on your sandwhichhoagies, peppers uucckkk,Positive
11827,Im finished spamming for now  gone to take a quick shower  bbl, need help  LOL  jk jk jk ,Positive
11828,Im hangin on Whats it like in your brain on a daily basis, fairly peaceful  but somedays I get angry and resentful mostly when I miss my Wife and Daughter,Positive
11829,Im in a better mood Spam anyone, Sure,Positive
11830,Im in love with my guy best friend Weve been friends for yrs he took me to prom He knows this and yet flirts but he doesnt like me like that The other day  he told me we could never be together because Im not pretty enough Thoughts, Then he is shallow and you dont need him,Positive
11831,Im sorry  The spam is absolutely pathetic tonight  Ill do better tomorrow  but im feeling kind of down right now Remember  if you do NOT want spam  inbox message me  Night everyone Send me questions , okies,Positive
11832,Im thinking that a username change might do me good ideas anyone , Kissesall  LOL,Positive
11833,Im watching  The Nanny  does Frans voice ever annoy you  If you dont know what Im talking about  does anyones voice ever annoy you so badly lol l, Fran really annoyes me I watched Friends the other day and she was on there She hasnt changed a bit,Positive
11834,Im watching toy story I love this movie  Whats your favorite disney movie, Finding Nemo,Positive
11835,Ive answered ALL my questions Now the spamming begins D, KOOL ,Positive
11836,Ive just gone through my summer cleaning of FS contacts If you are recieving this batch of spam  this means I kept you  lol If not well haha you know what that means How happy are you that youre still on my list lol , Kisses,Positive
11837,iam thinking of disbaling my account , kool for you,Positive
11838,idk  that would be why i told you to add my myspace  but nooooo, I actually tryed  but it wants your e mail not your last name  and I wasnt comfy asking for it in public you can add ME if you want  kalelyahoocom,Positive
11839,If a BFGFcrush really liked an outfit on you that you found to be unappealing and possibly even downright ugly  would you wear it for them anyway Why or why not, I would Real Love means being to do things that you wouldnt do by your self,Positive
11840,If a cop pulled you over and asked to go through your vehicle and you dont have anything to be ashamed of  would you let them Why, No it violets my th ammendment right,Positive
11841,If a new medicine were developed that would cure alzhiemers but cause a fatal reaction in  of those who took it  would you want it to be released to the public, yes thats acceptable losses,Positive
11842,If a random stranger approached you suddenly and blew a huge puff of smoke in your face from their cigarettecigar  how would you react, smack that fucker right in the face,Positive
11843,If America got a female president  would the country fall apart Why, nope a Female Pres can do the same job as a Man,Positive
11844,If cheating was looked upon as okay  and everyone did it when they wanted and it never hurt anyoneus feelings  would you cheat on your BFGF If youure single  would you cheat on your future BFGF, If Everyone did it  and it was acceptable  then it wouldnt be cheating Thats called Swinging,Positive
11845,If drugs were legal  do you think youud be more likely to consume them Why or why not If you smokedrink  and if cigarettesalcohol were made illegal  would you still try to obtain them illegally, I quit doing drugs because I got too Self Destructive  so No I wouldnt If Booze were Illegal   I would still drink,Positive
11846,If getting a new phone number was not an option  and someone was callingtexting you repeatedly  basically harassing you  what would you do, block that person,Positive
11847,If given the chance to  would you change the constitution If you would  what would you change, nope  leave it as is,Positive
11848,if i crawled into bed with U  would u freak out  or cuddle with me , I dont knowhow old are you  LOL,Positive
11849,If I were to run into your family while they were having a family reunion what would be my first impression, Loud  drunk  and very loving,Positive
11850,If I were to tell you I was expecting a childmetaphorically speaking what  would you tell me, Congrats  ,Positive
11851,If I were trapped in your mind for a day  what would I seefeel, anger  frustration  and very very horny,Positive
11852,If I were you for a day  what would I think about your life, you wouldnt like it trust me,Positive
11853,if it was legal to have any animal as a pet  which animal would you choose , a Lion,Positive
11854,if love is blind  why is lingerie so popular , ha ha ha ha ha ha because seeing a woman in Ligerie is so HOT  ,Positive
11855,If money was not an option and you could live anywhere in the world for as long as you wanted with whomever you wanted  where would you choose  who would you choose and why, Denmark and my Ex Wife,Positive
11856,If my stalker has EVER wrote you saying that I am fake  a guy  not married  has a porn site  ect Please let me know in my inbox right now Herhis site is getting shut down if I can get one example of it D, kool,Positive
11857,If someone hardly knew you but confessed their love to you a week after the first date how would you react What would you say , I would tell them to grow up Love takes a while to grow,Positive
11858,If someone is looking for you  where is it most likely for you to be found , The Sand Bar,Positive
11859,If someone offered you   a month to give a hand jobfinger a girlguy would you why or why not, sure I am a Hooker LMAO,Positive
11860,If someone offered you three million dollars but in exchange three peoples lives of your chosing would forever be ruined would you accept it and why, hell yes I could make their lifes better with the money,Positive
11861,If someone paid you   dollars to get your genitals pierced  would you and why, hell yes   I need the Money,Positive
11862,If someone were to ask you to explain why you believe what you do about what happens after we die  how would you explain it to them, I am a Catholic  so I believe in Life after death We go to Pergatory and await Judgment  and when that is passed  we either go to Heaven or Hell,Positive
11863,if students have to wear uniforms  should the teachers have to  too, yes,Positive
11864,If the world was gonna end tomorrow  what would you do today, spend time with my Daughter,Positive
11865,If there was a way for you to no longer require sleepyour bodys physiological requirement of sleep no longer existed and you were in a permanent state of being freshly restedwould you choose to give up sleep, yep yep that would be Kool,Positive
11866,If there was a way to eliminate the bodys need to urinate  would you go for it, hell yes    LOL,Positive
11867,if u had to choose between a saving a friend or saving ur boyfriendgirlfriend  which would u choose i know its a hard question r, my GF,Positive
11868,If we developed a way to live on other planets  do you think itd be wise to have a planet strictly for prisoners Like an offplanet jail I read a book that had this theory What else could we use the other planets for, Resorses for one But as far as a Prison Planet  that is a bad idia Too many Variables  like Slavery  Prostitution  and Gangs would Immediatly form up,Positive
11869,If you could ask George W Bush one question what would it be, Why did you really invade Iraq ,Positive
11870,If you could ask Kobe Bryant one question what would it be, did you rape her   or was it consentuall ,Positive
11871,If you could be an alien or predator which one would you be and why Alien and Predator wise from the movies, A predator they are way more cooler,Positive
11872,If you could be best friends with any hollywood starlet  who would it be and why, Paris Hilton I love that dirty little freak,Positive
11873,If you could change one thing about the WORLD what would it be and why, stop all the wars,Positive
11874,If you could change your raceethnicity  would you What to Why, Nope  I like being White  Blonde and Blue Eyed,Positive
11875,If you could choose what the next prohibition was on  what would you choose and why, Cigs  I would totaly be a bootleger I need the Money,Positive
11876,If you could combine any two animals  what would you combine What would you call your creature, I dont know Lygers are really Kool  but thats been done  Lion and Tiger mix  mabey an Elephant and Wooly Mathmonth,Positive
11877,If you could compare the knowlege you already have compared to the knowlege that is yet to be obtained by filling a pitcher with water  how much water would you pour into the pitcher  the brim is all the knowlege in the world, barely touching the rim  at the bottom ,Positive
11878,If you could eat and have a conversation with ANYONE in the world  dead or alive  who would it be and why What would you talk about, Jesus I would talk about God,Positive
11879,If you could eliminate any word from the english language and dictionary completely  what word would you eliminate and why, Cunt its just rude and crude,Positive
11880,If you could eliminate any word from the english language and dictionary completely  what word would you eliminate and why, Nigger I hate that derogatry misused word,Positive
11881,If you could give your life a motto  what would it be and why, Rock and Roll all Night  Party Every Day  that says it all ,Positive
11882,if you could go back and change the way your life is going now  would you or would you let it be  because everything happens for a reason, I would make changes and not go to Jail,Positive
11883,if you could have dinner with one person dead or alive  famous or not who would it be, Princess Diana,Positive
11884,If you could have free  unlimited service for five years from an extremely good cook  chauffeur  or masseuse  which would you choose, chauffeur  I have a suspended DL,Positive
11885,If you could invent a new flavor of soda  what flavor would you choose, Beer LOL,Positive
11886,If you could live a celebritys lifestyle  what aspects of it would you enjoy most and which aspects would you not like Why, the MONEY but not the paperrazzi,Positive
11887,if you could look like anyone who would you look like, Brad Pitt,Positive
11888,if you could magically go into your favorite book  what book would it be, Justice League The Never Ending Battle,Positive
11889,If you could marry someone who was  years old and a billionaire wth virtually a certainity of inheriting hundreds of millions of dollars on their demise  would you do so, No thats just wrong,Positive
11890,If you could meet any of the people you follow on formspring  who would you want to meet and why, you youre a cutie,Positive
11891,if you could meet anyone who would it br and why, Paris Hilton  cause she is way Hottt  ,Positive
11892,If you could own a wild animal as a pet  from birth  would you be interested in doing so Why or why not Do you feel it is acceptable to have a wild animal as a pet  or do you feel they are just too dangerousunpredictable, a Lion it can be Tamed,Positive
11893,If you could save any endangered animal  what would it be and why, Lions  they are beautiful,Positive
11894,If you could say something to anyone in the world  who would you say it to and what would you say Why, I still Love you yo my Ex Wife,Positive
11895,If you could sing  dance  play an instrument  make beats  ect And be the BEST at it  which one would you want to be able to do any why, play guitar  women LOVE a man who plays guitar,Positive
11896,if you could spend the night with any celebrity who would it be and what would u doo  x, Madonna  and I would get FREAKY   ,Positive
11897,if you could spend the night with any famous person who would it be and what would you do , Pink and I am total freak  so I am not going to tell you LOL,Positive
11898,If you could trade lives with a celebrity for a day  who would you trade with and why, Brad Pitt   because hes Married to Angalina Jolie LMAO  ,Positive
11899,if you could travel in time and say something to the person you will love in your future  what would you say, I love you  of course,Positive
